configurations,google pixel format, model format, energy_efficiency estimated
101000-2-3,[1- 0- 1- 0- 0- 0- 2- 3],0-1-0-1-0-2-0-0-1-1,7469206668.5362425
101000-3-3,[1- 0- 1- 0- 0- 0- 3- 3],0-1-0-1-0-2-0-0-1-1,7469206668.5362425
100101-1-0,[1- 0- 0- 1- 0- 1- 1- 0],0-1-0-0-1-0-0-1-1-0,7466573404.137888
033003-0-2,[0- 3- 3- 0- 0- 3- 0- 2],2-0-1-1-0-1-0-1-0-1,7465328300.464987
220020-0-1,[2- 2- 0- 0- 2- 0- 0- 1],1-1-1-0-0-0-1-0-0-1,7464752882.755348
111001-1-0,[1- 1- 1- 0- 0- 1- 1- 0],0-1-1-1-0-0-0-1-1-0,7464642664.095088
101010-0-2,[1- 0- 1- 0- 1- 0- 0- 2],0-1-0-1-0-1-1-0-0-1,7464096846.012767
011001-0-2,[0- 1- 1- 0- 0- 1- 0- 2],0-0-1-1-0-1-0-1-0-1,7462367857.051972
000011-0-1,[0- 0- 0- 0- 1- 1- 0- 1],0-0-0-0-0-0-1-1-0-1,7453884669.888804
000022-0-1,[0- 0- 0- 0- 2- 2- 0- 1],0-0-0-0-0-0-1-1-0-1,7453884669.888804
000033-0-1,[0- 0- 0- 0- 3- 3- 0- 1],0-0-0-0-0-0-1-1-0-1,7453884669.888804
220000-1-3,[2- 2- 0- 0- 0- 0- 1- 3],1-1-1-0-0-2-0-0-1-1,7452476143.084422
220000-2-3,[2- 2- 0- 0- 0- 0- 2- 3],1-1-1-0-0-2-0-0-1-1,7452476143.084422
220000-3-3,[2- 2- 0- 0- 0- 0- 3- 3],1-1-1-0-0-2-0-0-1-1,7452476143.084422
022002-0-1,[0- 2- 2- 0- 0- 2- 0- 1],1-0-1-1-0-0-0-1-0-1,7451007719.8393345
100110-1-0,[1- 0- 0- 1- 1- 0- 1- 0],0-1-0-0-1-0-1-0-1-0,7447450529.0975685
101100-0-2,[1- 0- 1- 1- 0- 0- 0- 2],0-1-0-1-1-1-0-0-0-1,7447255798.175394
011010-0-3,[0- 1- 1- 0- 1- 0- 0- 3],0-0-1-1-0-2-1-0-0-1,7445746931.962888
022020-3-0,[0- 2- 2- 0- 2- 0- 3- 0],1-0-1-1-0-2-1-0-1-0,7444410741.068009
033033-0-0,[0- 3- 3- 0- 3- 3- 0- 0],2-0-1-1-0-2-1-1-0-0,7443579036.453918
303030-1-0,[3- 0- 3- 0- 3- 0- 1- 0],2-1-0-1-0-0-1-0-1-0,7442129034.316815
000011-1-0,[0- 0- 0- 0- 1- 1- 1- 0],0-0-0-0-0-0-1-1-1-0,7441011944.479534
000022-1-0,[0- 0- 0- 0- 2- 2- 1- 0],0-0-0-0-0-0-1-1-1-0,7441011944.479534
000033-1-0,[0- 0- 0- 0- 3- 3- 1- 0],0-0-0-0-0-0-1-1-1-0,7441011944.479534
000330-0-3,[0- 0- 0- 3- 3- 0- 0- 3],2-0-0-0-1-2-1-0-0-1,7438298115.040905
001101-1-0,[0- 0- 1- 1- 0- 1- 1- 0],0-0-0-1-1-0-0-1-1-0,7437558091.075722
100111-0-0,[1- 0- 0- 1- 1- 1- 0- 0],0-1-0-0-1-0-1-1-0-0,7431186055.874029
033030-0-3,[0- 3- 3- 0- 3- 0- 0- 3],2-0-1-1-0-2-1-0-0-1,7428181285.555496
202002-1-0,[2- 0- 2- 0- 0- 2- 1- 0],1-1-0-1-0-0-0-1-1-0,7425459453.943352
000202-0-1,[0- 0- 0- 2- 0- 2- 0- 1],1-0-0-0-1-0-0-1-0-1,7421546675.07981
110001-0-2,[1- 1- 0- 0- 0- 1- 0- 2],0-1-1-0-0-1-0-1-0-1,7417265791.849108
011001-3-0,[0- 1- 1- 0- 0- 1- 3- 0],0-0-1-1-0-2-0-1-1-0,7415951974.68418
033003-0-3,[0- 3- 3- 0- 0- 3- 0- 3],2-0-1-1-0-2-0-1-0-1,7414084018.319183
101001-2-0,[1- 0- 1- 0- 0- 1- 2- 0],0-1-0-1-0-1-0-1-1-0,7412924390.345423
303000-1-1,[3- 0- 3- 0- 0- 0- 1- 1],2-1-0-1-0-0-0-0-1-1,7411962867.585984
303000-2-1,[3- 0- 3- 0- 0- 0- 2- 1],2-1-0-1-0-0-0-0-1-1,7411962867.585984
303000-3-1,[3- 0- 3- 0- 0- 0- 3- 1],2-1-0-1-0-0-0-0-1-1,7411962867.585984
110100-0-3,[1- 1- 0- 1- 0- 0- 0- 3],0-1-1-0-1-2-0-0-0-1,7408440171.979676
330003-0-3,[3- 3- 0- 0- 0- 3- 0- 3],2-1-1-0-0-2-0-1-0-1,7401140350.133455
110001-3-0,[1- 1- 0- 0- 0- 1- 3- 0],0-1-1-0-0-2-0-1-1-0,7398911849.210462
002200-0-3,[0- 0- 2- 2- 0- 0- 0- 3],1-0-0-1-1-2-0-0-0-1,7398832883.527018
220200-2-0,[2- 2- 0- 2- 0- 0- 2- 0],1-1-1-0-1-1-0-0-1-0,7398522162.391378
003300-0-2,[0- 0- 3- 3- 0- 0- 0- 2],2-0-0-1-1-1-0-0-0-1,7391852295.931516
330003-0-2,[3- 3- 0- 0- 0- 3- 0- 2],2-1-1-0-0-1-0-1-0-1,7389786087.470667
220002-2-0,[2- 2- 0- 0- 0- 2- 2- 0],1-1-1-0-0-1-0-1-1-0,7386606201.804697
022000-1-1,[0- 2- 2- 0- 0- 0- 1- 1],1-0-1-1-0-0-0-0-1-1,7378938997.760963
022000-2-1,[0- 2- 2- 0- 0- 0- 2- 1],1-0-1-1-0-0-0-0-1-1,7378938997.760963
022000-3-1,[0- 2- 2- 0- 0- 0- 3- 1],1-0-1-1-0-0-0-0-1-1,7378938997.760963
330300-2-0,[3- 3- 0- 3- 0- 0- 2- 0],2-1-1-0-1-1-0-0-1-0,7375598364.461721
330030-0-2,[3- 3- 0- 0- 3- 0- 0- 2],2-1-1-0-0-1-1-0-0-1,7368650885.886421
111101-0-0,[1- 1- 1- 1- 0- 1- 0- 0],0-1-1-1-1-0-0-1-0-0,7367747438.525221
011010-2-0,[0- 1- 1- 0- 1- 0- 2- 0],0-0-1-1-0-1-1-0-1-0,7365187894.275442
330300-3-0,[3- 3- 0- 3- 0- 0- 3- 0],2-1-1-0-1-2-0-0-1-0,7362943092.189047
333300-0-0,[3- 3- 3- 3- 0- 0- 0- 0],2-1-1-1-1-0-0-0-0-0,7362226832.994889
011000-1-2,[0- 1- 1- 0- 0- 0- 1- 2],0-0-1-1-0-1-0-0-1-1,7361987972.819257
011000-2-2,[0- 1- 1- 0- 0- 0- 2- 2],0-0-1-1-0-1-0-0-1-1,7361987972.819257
011000-3-2,[0- 1- 1- 0- 0- 0- 3- 2],0-0-1-1-0-1-0-0-1-1,7361987972.819257
011010-0-1,[0- 1- 1- 0- 1- 0- 0- 1],0-0-1-1-0-0-1-0-0-1,7358336215.888182
011000-1-3,[0- 1- 1- 0- 0- 0- 1- 3],0-0-1-1-0-2-0-0-1-1,7358003476.438085
011000-2-3,[0- 1- 1- 0- 0- 0- 2- 3],0-0-1-1-0-2-0-0-1-1,7358003476.438085
011000-3-3,[0- 1- 1- 0- 0- 0- 3- 3],0-0-1-1-0-2-0-0-1-1,7358003476.438085
000300-1-2,[0- 0- 0- 3- 0- 0- 1- 2],2-0-0-0-1-1-0-0-1-1,7352301492.351705
000300-2-2,[0- 0- 0- 3- 0- 0- 2- 2],2-0-0-0-1-1-0-0-1-1,7352301492.351705
000300-3-2,[0- 0- 0- 3- 0- 0- 3- 2],2-0-0-0-1-1-0-0-1-1,7352301492.351705
000200-1-1,[0- 0- 0- 2- 0- 0- 1- 1],1-0-0-0-1-0-0-0-1-1,7349900409.627225
000200-2-1,[0- 0- 0- 2- 0- 0- 2- 1],1-0-0-0-1-0-0-0-1-1,7349900409.627225
000200-3-1,[0- 0- 0- 2- 0- 0- 3- 1],1-0-0-0-1-0-0-0-1-1,7349900409.627225
000220-2-0,[0- 0- 0- 2- 2- 0- 2- 0],1-0-0-0-1-1-1-0-1-0,7348246422.68662
010101-1-0,[0- 1- 0- 1- 0- 1- 1- 0],0-0-1-0-1-0-0-1-1-0,7346638373.555714
101010-0-3,[1- 0- 1- 0- 1- 0- 0- 3],0-1-0-1-0-2-1-0-0-1,7345240250.095851
110000-1-3,[1- 1- 0- 0- 0- 0- 1- 3],0-1-1-0-0-2-0-0-1-1,7337233339.868913
110000-2-3,[1- 1- 0- 0- 0- 0- 2- 3],0-1-1-0-0-2-0-0-1-1,7337233339.868913
110000-3-3,[1- 1- 0- 0- 0- 0- 3- 3],0-1-1-0-0-2-0-0-1-1,7337233339.868913
002200-0-2,[0- 0- 2- 2- 0- 0- 0- 2],1-0-0-1-1-1-0-0-0-1,7334441651.966751
200002-0-3,[2- 0- 0- 0- 0- 2- 0- 3],1-1-0-0-0-2-0-1-0-1,7334302375.921727
202020-3-0,[2- 0- 2- 0- 2- 0- 3- 0],1-1-0-1-0-2-1-0-1-0,7328239355.431412
303030-2-0,[3- 0- 3- 0- 3- 0- 2- 0],2-1-0-1-0-1-1-0-1-0,7327180037.427603
033030-1-0,[0- 3- 3- 0- 3- 0- 1- 0],2-0-1-1-0-0-1-0-1-0,7326448819.351844
000303-0-1,[0- 0- 0- 3- 0- 3- 0- 1],2-0-0-0-1-0-0-1-0-1,7312427595.934884
220002-0-1,[2- 2- 0- 0- 0- 2- 0- 1],1-1-1-0-0-0-0-1-0-1,7302228109.533592
303003-2-0,[3- 0- 3- 0- 0- 3- 2- 0],2-1-0-1-0-1-0-1-1-0,7299834130.997931
330030-0-1,[3- 3- 0- 0- 3- 0- 0- 1],2-1-1-0-0-0-1-0-0-1,7296679077.493205
200200-0-3,[2- 0- 0- 2- 0- 0- 0- 3],1-1-0-0-1-2-0-0-0-1,7296528212.049772
003303-0-0,[0- 0- 3- 3- 0- 3- 0- 0],2-0-0-1-1-2-0-1-0-0,7293434515.478752
003300-0-3,[0- 0- 3- 3- 0- 0- 0- 3],2-0-0-1-1-2-0-0-0-1,7285642691.274513
101010-0-1,[1- 0- 1- 0- 1- 0- 0- 1],0-1-0-1-0-0-1-0-0-1,7282424496.668005
011001-2-0,[0- 1- 1- 0- 0- 1- 2- 0],0-0-1-1-0-1-0-1-1-0,7279735305.421181
020200-0-3,[0- 2- 0- 2- 0- 0- 0- 3],1-0-1-0-1-2-0-0-0-1,7275097009.603268
110000-1-2,[1- 1- 0- 0- 0- 0- 1- 2],0-1-1-0-0-1-0-0-1-1,7272801791.336325
110000-2-2,[1- 1- 0- 0- 0- 0- 2- 2],0-1-1-0-0-1-0-0-1-1,7272801791.336325
110000-3-2,[1- 1- 0- 0- 0- 0- 3- 2],0-1-1-0-0-1-0-0-1-1,7272801791.336325
000101-0-2,[0- 0- 0- 1- 0- 1- 0- 2],0-0-0-0-1-1-0-1-0-1,7272558879.960127
000303-3-0,[0- 0- 0- 3- 0- 3- 3- 0],2-0-0-0-1-2-0-1-1-0,7268123251.654552
111100-1-0,[1- 1- 1- 1- 0- 0- 1- 0],0-1-1-1-1-0-0-0-1-0,7267017768.8249
011010-1-0,[0- 1- 1- 0- 1- 0- 1- 0],0-0-1-1-0-0-1-0-1-0,7259798585.362499
033030-2-0,[0- 3- 3- 0- 3- 0- 2- 0],2-0-1-1-0-1-1-0-1-0,7251794586.615433
220020-2-0,[2- 2- 0- 0- 2- 0- 2- 0],1-1-1-0-0-1-1-0-1-0,7245684196.447023
000300-1-3,[0- 0- 0- 3- 0- 0- 1- 3],2-0-0-0-1-2-0-0-1-1,7242319459.607424
000300-2-3,[0- 0- 0- 3- 0- 0- 2- 3],2-0-0-0-1-2-0-0-1-1,7242319459.607424
000300-3-3,[0- 0- 0- 3- 0- 0- 3- 3],2-0-0-0-1-2-0-0-1-1,7242319459.607424
000100-1-3,[0- 0- 0- 1- 0- 0- 1- 3],0-0-0-0-1-2-0-0-1-1,7241182878.499011
000100-2-3,[0- 0- 0- 1- 0- 0- 2- 3],0-0-0-0-1-2-0-0-1-1,7241182878.499011
000100-3-3,[0- 0- 0- 1- 0- 0- 3- 3],0-0-0-0-1-2-0-0-1-1,7241182878.499011
000220-3-0,[0- 0- 0- 2- 2- 0- 3- 0],1-0-0-0-1-2-1-0-1-0,7231168438.266515
101000-1-1,[1- 0- 1- 0- 0- 0- 1- 1],0-1-0-1-0-0-0-0-1-1,7230739852.615389
101000-2-1,[1- 0- 1- 0- 0- 0- 2- 1],0-1-0-1-0-0-0-0-1-1,7230739852.615389
101000-3-1,[1- 0- 1- 0- 0- 0- 3- 1],0-1-0-1-0-0-0-0-1-1,7230739852.615389
000220-1-0,[0- 0- 0- 2- 2- 0- 1- 0],1-0-0-0-1-0-1-0-1-0,7223735243.296434
011010-3-0,[0- 1- 1- 0- 1- 0- 3- 0],0-0-1-1-0-2-1-0-1-0,7220465051.712728
110001-2-0,[1- 1- 0- 0- 0- 1- 2- 0],0-1-1-0-0-1-0-1-1-0,7216925451.054846
110010-0-2,[1- 1- 0- 0- 1- 0- 0- 2],0-1-1-0-0-1-1-0-0-1,7210555436.745436
011100-3-0,[0- 1- 1- 1- 0- 0- 3- 0],0-0-1-1-1-2-0-0-1-0,7210364650.654496
200002-0-2,[2- 0- 0- 0- 0- 2- 0- 2],1-1-0-0-0-1-0-1-0-1,7210121358.668014
110010-0-3,[1- 1- 0- 0- 1- 0- 0- 3],0-1-1-0-0-2-1-0-0-1,7205031846.200347
300300-0-2,[3- 0- 0- 3- 0- 0- 0- 2],2-1-0-0-1-1-0-0-0-1,7197440938.844453
101001-0-1,[1- 0- 1- 0- 0- 1- 0- 1],0-1-0-1-0-0-0-1-0-1,7196118978.440634
303000-1-3,[3- 0- 3- 0- 0- 0- 1- 3],2-1-0-1-0-2-0-0-1-1,7189137781.12208
303000-2-3,[3- 0- 3- 0- 0- 0- 2- 3],2-1-0-1-0-2-0-0-1-1,7189137781.12208
303000-3-3,[3- 0- 3- 0- 0- 0- 3- 3],2-1-0-1-0-2-0-0-1-1,7189137781.12208
101010-2-0,[1- 0- 1- 0- 1- 0- 2- 0],0-1-0-1-0-1-1-0-1-0,7187431058.35564
300303-0-0,[3- 0- 0- 3- 0- 3- 0- 0],2-1-0-0-1-2-0-1-0-0,7186950440.841518
002220-0-0,[0- 0- 2- 2- 2- 0- 0- 0],1-0-0-1-1-1-1-0-0-0,7186605667.925232
000303-2-0,[0- 0- 0- 3- 0- 3- 2- 0],2-0-0-0-1-1-0-1-1-0,7185644419.614059
011110-0-0,[0- 1- 1- 1- 1- 0- 0- 0],0-0-1-1-1-0-1-0-0-0,7184813881.521767
300300-0-3,[3- 0- 0- 3- 0- 0- 0- 3],2-1-0-0-1-2-0-0-0-1,7179604352.290804
011011-0-0,[0- 1- 1- 0- 1- 1- 0- 0],0-0-1-1-0-0-1-1-0-0,7177329420.030777
033003-0-1,[0- 3- 3- 0- 0- 3- 0- 1],2-0-1-1-0-0-0-1-0-1,7177288819.222945
303003-3-0,[3- 0- 3- 0- 0- 3- 3- 0],2-1-0-1-0-2-0-1-1-0,7175991083.132803
000101-3-0,[0- 0- 0- 1- 0- 1- 3- 0],0-0-0-0-1-2-0-1-1-0,7169640064.963402
000100-1-2,[0- 0- 0- 1- 0- 0- 1- 2],0-0-0-0-1-1-0-0-1-1,7168798316.954248
000100-2-2,[0- 0- 0- 1- 0- 0- 2- 2],0-0-0-0-1-1-0-0-1-1,7168798316.954248
000100-3-2,[0- 0- 0- 1- 0- 0- 3- 2],0-0-0-0-1-1-0-0-1-1,7168798316.954248
330033-0-0,[3- 3- 0- 0- 3- 3- 0- 0],2-1-1-0-0-2-1-1-0-0,7166453858.347482
220000-1-1,[2- 2- 0- 0- 0- 0- 1- 1],1-1-1-0-0-0-0-0-1-1,7159434748.152044
220000-2-1,[2- 2- 0- 0- 0- 0- 2- 1],1-1-1-0-0-0-0-0-1-1,7159434748.152044
220000-3-1,[2- 2- 0- 0- 0- 0- 3- 1],1-1-1-0-0-0-0-0-1-1,7159434748.152044
003300-0-1,[0- 0- 3- 3- 0- 0- 0- 1],2-0-0-1-1-0-0-0-0-1,7159236592.629898
000330-2-0,[0- 0- 0- 3- 3- 0- 2- 0],2-0-0-0-1-1-1-0-1-0,7150000513.437525
200200-0-2,[2- 0- 0- 2- 0- 0- 0- 2],1-1-0-0-1-1-0-0-0-1,7149932285.593849
002202-0-0,[0- 0- 2- 2- 0- 2- 0- 0],1-0-0-1-1-1-0-1-0-0,7145463194.3532715
002002-0-3,[0- 0- 2- 0- 0- 2- 0- 3],1-0-0-1-0-2-0-1-0-1,7144613739.811037
100001-0-3,[1- 0- 0- 0- 0- 1- 0- 3],0-1-0-0-0-2-0-1-0-1,7135908264.05961
022002-1-0,[0- 2- 2- 0- 0- 2- 1- 0],1-0-1-1-0-0-0-1-1-0,7135897408.121029
000300-1-1,[0- 0- 0- 3- 0- 0- 1- 1],2-0-0-0-1-0-0-0-1-1,7130357738.948806
000300-2-1,[0- 0- 0- 3- 0- 0- 2- 1],2-0-0-0-1-0-0-0-1-1,7130357738.948806
000300-3-1,[0- 0- 0- 3- 0- 0- 3- 1],2-0-0-0-1-0-0-0-1-1,7130357738.948806
030303-0-0,[0- 3- 0- 3- 0- 3- 0- 0],2-0-1-0-1-2-0-1-0-0,7127683007.29755
110100-0-2,[1- 1- 0- 1- 0- 0- 0- 2],0-1-1-0-1-1-0-0-0-1,7126485739.135384
303003-1-0,[3- 0- 3- 0- 0- 3- 1- 0],2-1-0-1-0-0-0-1-1-0,7126416458.576119
220020-3-0,[2- 2- 0- 0- 2- 0- 3- 0],1-1-1-0-0-2-1-0-1-0,7123896411.021101
220020-1-0,[2- 2- 0- 0- 2- 0- 1- 0],1-1-1-0-0-0-1-0-1-0,7119845144.289982
330030-0-3,[3- 3- 0- 0- 3- 0- 0- 3],2-1-1-0-0-2-1-0-0-1,7116659296.516838
101010-1-0,[1- 0- 1- 0- 1- 0- 1- 0],0-1-0-1-0-0-1-0-1-0,7106345456.478056
003330-0-0,[0- 0- 3- 3- 3- 0- 0- 0],2-0-0-1-1-2-1-0-0-0,7103921939.807762
000330-1-0,[0- 0- 0- 3- 3- 0- 1- 0],2-0-0-0-1-0-1-0-1-0,7103062277.941862
020200-0-2,[0- 2- 0- 2- 0- 0- 0- 2],1-0-1-0-1-1-0-0-0-1,7102111547.70953
030300-0-3,[0- 3- 0- 3- 0- 0- 0- 3],2-0-1-0-1-2-0-0-0-1,7101948752.23357
033000-1-2,[0- 3- 3- 0- 0- 0- 1- 2],2-0-1-1-0-1-0-0-1-1,7096244399.05121
033000-2-2,[0- 3- 3- 0- 0- 0- 2- 2],2-0-1-1-0-1-0-0-1-1,7096244399.05121
033000-3-2,[0- 3- 3- 0- 0- 0- 3- 2],2-0-1-1-0-1-0-0-1-1,7096244399.05121
000110-0-2,[0- 0- 0- 1- 1- 0- 0- 2],0-0-0-0-1-1-1-0-0-1,7095033085.203848
101011-0-0,[1- 0- 1- 0- 1- 1- 0- 0],0-1-0-1-0-0-1-1-0-0,7092565499.016804
000110-0-3,[0- 0- 0- 1- 1- 0- 0- 3],0-0-0-0-1-2-1-0-0-1,7085606843.42436
030300-0-2,[0- 3- 0- 3- 0- 0- 0- 2],2-0-1-0-1-1-0-0-0-1,7080192640.358432
101100-3-0,[1- 0- 1- 1- 0- 0- 3- 0],0-1-0-1-1-2-0-0-1-0,7067983703.8375845
020002-0-3,[0- 2- 0- 0- 0- 2- 0- 3],1-0-1-0-0-2-0-1-0-1,7065487103.770793
330300-1-0,[3- 3- 0- 3- 0- 0- 1- 0],2-1-1-0-1-0-0-0-1-0,7061244245.3606
011100-2-0,[0- 1- 1- 1- 0- 0- 2- 0],0-0-1-1-1-1-0-0-1-0,7058775485.653738
002002-0-2,[0- 0- 2- 0- 0- 2- 0- 2],1-0-0-1-0-1-0-1-0-1,7057824719.586222
011000-1-1,[0- 1- 1- 0- 0- 0- 1- 1],0-0-1-1-0-0-0-0-1-1,7056229892.317865
011000-2-1,[0- 1- 1- 0- 0- 0- 2- 1],0-0-1-1-0-0-0-0-1-1,7056229892.317865
011000-3-1,[0- 1- 1- 0- 0- 0- 3- 1],0-0-1-1-0-0-0-0-1-1,7056229892.317865
101001-1-0,[1- 0- 1- 0- 0- 1- 1- 0],0-1-0-1-0-0-0-1-1-0,7053356252.121212
002020-0-2,[0- 0- 2- 0- 2- 0- 0- 2],1-0-0-1-0-1-1-0-0-1,7049840157.375881
330003-0-1,[3- 3- 0- 0- 0- 3- 0- 1],2-1-1-0-0-0-0-1-0-1,7033950985.0595255
101010-3-0,[1- 0- 1- 0- 1- 0- 3- 0],0-1-0-1-0-2-1-0-1-0,7028649873.319245
000202-1-0,[0- 0- 0- 2- 0- 2- 1- 0],1-0-0-0-1-0-0-1-1-0,7024054285.791714
002020-0-1,[0- 0- 2- 0- 2- 0- 0- 1],1-0-0-1-0-0-1-0-0-1,7023332367.785726
033000-1-1,[0- 3- 3- 0- 0- 0- 1- 1],2-0-1-1-0-0-0-0-1-1,6995163224.820516
033000-2-1,[0- 3- 3- 0- 0- 0- 2- 1],2-0-1-1-0-0-0-0-1-1,6995163224.820516
033000-3-1,[0- 3- 3- 0- 0- 0- 3- 1],2-0-1-1-0-0-0-0-1-1,6995163224.820516
110010-2-0,[1- 1- 0- 0- 1- 0- 2- 0],0-1-1-0-0-1-1-0-1-0,6994373577.253862
020220-0-0,[0- 2- 0- 2- 2- 0- 0- 0],1-0-1-0-1-1-1-0-0-0,6980773577.57896
220002-1-0,[2- 2- 0- 0- 0- 2- 1- 0],1-1-1-0-0-0-0-1-1-0,6979779352.672081
220200-1-0,[2- 2- 0- 2- 0- 0- 1- 0],1-1-1-0-1-0-0-0-1-0,6970216985.2496605
330000-1-2,[3- 3- 0- 0- 0- 0- 1- 2],2-1-1-0-0-1-0-0-1-1,6967810758.888515
330000-2-2,[3- 3- 0- 0- 0- 0- 2- 2],2-1-1-0-0-1-0-0-1-1,6967810758.888515
330000-3-2,[3- 3- 0- 0- 0- 0- 3- 2],2-1-1-0-0-1-0-0-1-1,6967810758.888515
002200-0-1,[0- 0- 2- 2- 0- 0- 0- 1],1-0-0-1-1-0-0-0-0-1,6965624585.004067
011001-0-1,[0- 1- 1- 0- 0- 1- 0- 1],0-0-1-1-0-0-0-1-0-1,6962343969.571177
200202-0-0,[2- 0- 0- 2- 0- 2- 0- 0],1-1-0-0-1-1-0-1-0-0,6956378961.85343
110010-3-0,[1- 1- 0- 0- 1- 0- 3- 0],0-1-1-0-0-2-1-0-1-0,6954932283.117919
011100-0-1,[0- 1- 1- 1- 0- 0- 0- 1],0-0-1-1-1-0-0-0-0-1,6950796552.300067
200002-3-0,[2- 0- 0- 0- 0- 2- 3- 0],1-1-0-0-0-2-0-1-1-0,6945273120.938754
001001-0-3,[0- 0- 1- 0- 0- 1- 0- 3],0-0-0-1-0-2-0-1-0-1,6943407631.077417
000330-3-0,[0- 0- 0- 3- 3- 0- 3- 0],2-0-0-0-1-2-1-0-1-0,6938533979.064306
030330-0-0,[0- 3- 0- 3- 3- 0- 0- 0],2-0-1-0-1-2-1-0-0-0,6936430971.347078
002022-0-0,[0- 0- 2- 0- 2- 2- 0- 0],1-0-0-1-0-1-1-1-0-0,6933641226.912851
110010-0-1,[1- 1- 0- 0- 1- 0- 0- 1],0-1-1-0-0-0-1-0-0-1,6932881613.336145
303030-3-0,[3- 0- 3- 0- 3- 0- 3- 0],2-1-0-1-0-2-1-0-1-0,6932342453.638138
000101-2-0,[0- 0- 0- 1- 0- 1- 2- 0],0-0-0-0-1-1-0-1-1-0,6931929758.6781645
100001-0-2,[1- 0- 0- 0- 0- 1- 0- 2],0-1-0-0-0-1-0-1-0-1,6931107389.874814
020202-0-0,[0- 2- 0- 2- 0- 2- 0- 0],1-0-1-0-1-1-0-1-0-0,6928476885.7946
101100-2-0,[1- 0- 1- 1- 0- 0- 2- 0],0-1-0-1-1-1-0-0-1-0,6927262889.303879
101100-0-1,[1- 0- 1- 1- 0- 0- 0- 1],0-1-0-1-1-0-0-0-0-1,6926041133.201888
010001-0-3,[0- 1- 0- 0- 0- 1- 0- 3],0-0-1-0-0-2-0-1-0-1,6921833507.512674
200000-1-2,[2- 0- 0- 0- 0- 0- 1- 2],1-1-0-0-0-1-0-0-1-1,6913148366.69136
200000-2-2,[2- 0- 0- 0- 0- 0- 2- 2],1-1-0-0-0-1-0-0-1-1,6913148366.69136
200000-3-2,[2- 0- 0- 0- 0- 0- 3- 2],1-1-0-0-0-1-0-0-1-1,6913148366.69136
033003-2-0,[0- 3- 3- 0- 0- 3- 2- 0],2-0-1-1-0-1-0-1-1-0,6908277696.5286255
033030-3-0,[0- 3- 3- 0- 3- 0- 3- 0],2-0-1-1-0-2-1-0-1-0,6906779822.274408
110000-1-1,[1- 1- 0- 0- 0- 0- 1- 1],0-1-1-0-0-0-0-0-1-1,6893871677.992706
110000-2-1,[1- 1- 0- 0- 0- 0- 2- 1],0-1-1-0-0-0-0-0-1-1,6893871677.992706
110000-3-1,[1- 1- 0- 0- 0- 0- 3- 1],0-1-1-0-0-0-0-0-1-1,6893871677.992706
110100-3-0,[1- 1- 0- 1- 0- 0- 3- 0],0-1-1-0-1-2-0-0-1-0,6893126226.351157
033000-1-3,[0- 3- 3- 0- 0- 0- 1- 3],2-0-1-1-0-2-0-0-1-1,6886799334.372528
033000-2-3,[0- 3- 3- 0- 0- 0- 2- 3],2-0-1-1-0-2-0-0-1-1,6886799334.372528
033000-3-3,[0- 3- 3- 0- 0- 0- 3- 3],2-0-1-1-0-2-0-0-1-1,6886799334.372528
200020-0-2,[2- 0- 0- 0- 2- 0- 0- 2],1-1-0-0-0-1-1-0-0-1,6885074697.656689
011001-1-0,[0- 1- 1- 0- 0- 1- 1- 0],0-0-1-1-0-0-0-1-1-0,6883120636.392683
222000-0-3,[2- 2- 2- 0- 0- 0- 0- 3],1-1-1-1-0-2-0-0-0-1,6882643273.775417
300300-0-1,[3- 0- 0- 3- 0- 0- 0- 1],2-1-0-0-1-0-0-0-0-1,6878596351.289178
200000-1-3,[2- 0- 0- 0- 0- 0- 1- 3],1-1-0-0-0-2-0-0-1-1,6878053574.999192
200000-2-3,[2- 0- 0- 0- 0- 0- 2- 3],1-1-0-0-0-2-0-0-1-1,6878053574.999192
200000-3-3,[2- 0- 0- 0- 0- 0- 3- 3],1-1-0-0-0-2-0-0-1-1,6878053574.999192
330003-3-0,[3- 3- 0- 0- 0- 3- 3- 0],2-1-1-0-0-2-0-1-1-0,6875671835.699031
033003-3-0,[0- 3- 3- 0- 0- 3- 3- 0],2-0-1-1-0-2-0-1-1-0,6875032685.70195
100001-3-0,[1- 0- 0- 0- 0- 1- 3- 0],0-1-0-0-0-2-0-1-1-0,6870955625.248993
020002-0-2,[0- 2- 0- 0- 0- 2- 0- 2],1-0-1-0-0-1-0-1-0-1,6866302347.478542
110001-0-1,[1- 1- 0- 0- 0- 1- 0- 1],0-1-1-0-0-0-0-1-0-1,6865467962.489161
020020-0-2,[0- 2- 0- 0- 2- 0- 0- 2],1-0-1-0-0-1-1-0-0-1,6850426948.096643
000110-0-1,[0- 0- 0- 1- 1- 0- 0- 1],0-0-0-0-1-0-1-0-0-1,6848071766.010068
330000-1-3,[3- 3- 0- 0- 0- 0- 1- 3],2-1-1-0-0-2-0-0-1-1,6846048554.43857
330000-2-3,[3- 3- 0- 0- 0- 0- 2- 3],2-1-1-0-0-2-0-0-1-1,6846048554.43857
330000-3-3,[3- 3- 0- 0- 0- 0- 3- 3],2-1-1-0-0-2-0-0-1-1,6846048554.43857
330003-2-0,[3- 3- 0- 0- 0- 3- 2- 0],2-1-1-0-0-1-0-1-1-0,6840842615.167835
